TRANSFORMADOR;MACRO;MARCA_CONFIABLE;FRANJA;ETIQUETA;ESTADO_TRAFO;UBICACION;SUBESTACION;CELDA;PERIODO;KVA;MUNICIPIO;CANT_USU;ENERGIAENTRADA;ENERGIASALIDA;ENERGIAENTRADAGEN;CONSUMO_AP;CONSUMO_OTROS;PERDIDAS;IP;PERXUSU;CLIENTES_FACTOR;CLIENTES_OC;CLIENTES_PREPAGOS;CLIENTES_AUTOGENERADORES;CLIENTES_NIVEL>1;CANT_REV;BAL_MANUAL;BALANCECONFIABLE;BALANCEDEFINITIVO;BALANCECRITICADO;REGLA_APLICADA;MATRIZ;COORDENADA_X;COORDENADA_Y;ZONA;GRUPO;PERIOCIDAD;CUADRANTES;NIVEL_DE_TENSION;REGIONALES;GRUP_UBICA;CUAD_UBICA;PERIODO_INICIO;PERIODO_FIN;FILTRO_DESCART;CONSTANTE;RAMAL;ENTRADA_AJUSTADA;PERDIDAS_AJUSTADAS;IP_AJUSTADO;ENERGIASALIDAGEN;RANGO_DE_IP;IP_CALCULADO;RANGO_PERDIDAS;TRAFO_PERIODO;USU_SALEN;USU_NUEVOS;TRAFOS PRIORIZADOS.TRAFO;CANT_USU_TOTAL;CONSUMO_ADICIONAL;KVA_MENOR_15;IP_EFICIENTE_N1;PRIORIDAD;FECHA_INST_MED_MACRO;PERIODO NUM;AÑOS_MES_INSTALA;Aun_Mantener_Despues_Instalacion;Etiqueta_fin;BARRIO;VALIDAR_MI;VALIDAR_AGPE;TRAFOS_CONJUNTOS.TRAFO;VAL_CONJUNTOS;Revisiones_;etiqueta1;etiqueta2;red_abierta;etiqueta3;etiqueta4;etiqueta5;etiqueta6;etiqueta7;perdidas_no_tec;perdidas_total_gw;franja_fin;COLUMNA_FIN;DIRECCION;MARCA_MED;MODELO_MED;NUMERO_MED;SENTIDO_MED;AÑO_MED;RED_TRENZADA;period1;FLAG_Mantener_Venia_BuenoReduccion;FLAG_Ultimo_Periodo_BUENO;Transformadores_Mantener_BuenoReduccion;Acum_12_Perdidas;Acum_12_Entrada;Acum_12_Salida
1T09309;524037;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;PAMPLONA;PAMC4;202607;5;Pamplonita;2;0;153;;0;0;-153;0%;-76,5;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,61562549;7,47520089;1;G;Bimensual;10;1;PAMPLONA;CUAD 10-11-28;CUAD 10 - PAMPLONA;202508;202607;Cumple;1;CENSPAMC4EC_5-PAMC4_1125256_PAMPLONA;158;5;3,16%;;   <0%;0,00%;    <0;1T09309202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;98,06;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00015298;IP BAJO;IP BAJO;VDA BUENOS AIRES;TEC;DSS-949;1020312;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T09096;526016;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Rural;GRAMALOTE;GRAC3;202607;5;Bucarasica;3;0;0;;0;0;0;0%;0;0;0;0;0;0;0;;S;S;NO APLICO REGLA;;NA;-72,97749253;8,00574385;1;C;Trimestral;22;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 22 - GRAMALOTE;202508;202607;Cumple;1;CENSGRAC3EC_2-GRAC3_1069251_VDA CARMEN DE NAZARET;0;0;;;   <0%;0,00%;    <0;1T09096202607;0;0;;3;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,89;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0;IP BAJO;IP BAJO;VEREDA AGUA BLANCA;TEC;DSS-949;1022106;Unidireccional;11;NO_APLICA;202607;0;;0;0;0;0
1T09079;525995;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;GRAMALOTE;GRAC3;202607;5;Villa Caro;3;0;36;;0;0;-36;0%;-11,8;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-73,05237433;7,97373832;1;C;Trimestral;22;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 22 - GRAMALOTE;202508;202607;Cumple;1;CENSGRAC3EC_6-GRAC3_1085814_ VDA AGUA BLANCA;37;1;2,70%;;   <0%;0,00%;    <0;1T09079202607;0;0;;3;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-3,55E-05;IP BAJO;IP BAJO;VEREDA EL MOLINO;TEC;DSS-949;1022147;Unidireccional;11;NO_APLICA;202607;0;;0;0;0;0
1T08904;526946;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;PATIOS;PATC2;202607;5;Villa Del Rosario;4;0;89;;0;0;-89;0%;-22,3;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,51590626;7,66489851;1;B;Trimestral;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSPATC2EC_3-PATIOS_1062686_VDA COROZAL;92;3;3,26%;;   <0%;0,00%;    <0;1T08904202607;0;0;;4;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-8,94E-05;IP BAJO;IP BAJO;PALO GORDO;TEC;DSS-949;1020387;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T08895;546400;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC3;202607;5;Salazar;2;0;43;;0;0;-43;0%;-21,3;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,74736693;7,78118885;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC3-1SALC3_F;44;1;2,27%;;   <0%;0,00%;    <0;1T08895202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-4,27E-05;IP BAJO;IP BAJO;FINCA LA TRIACA;TEC;DSS-949;1026421;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T07397;542839;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;7;0;67;;0;0;-67;0%;-9,6;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,90529042;8,27075298;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1EC_3-SARC1_1127744_SARDINATA;70;3;4,29%;;   <0%;0,00%;    <0;1T07397202607;0;0;;7;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;20,75;validar;validar;validar;validar;validar;0;-6,74E-05;IP BAJO;IP BAJO;VEREDA LOS CUROS. SARDINATA;TEC;DSS-949;1024761;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T07372;488428;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;INSULA;INSC91;202607;5;San José De Cúcuta;8;0;302;;0;0;-302;0%;-37,7;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,35536744;8,0691665;1;A;Trimestral;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;1;CENSINSC91EC_3-INSC91_1090920_SAN FAUSTINO;312;10;3,21%;;   <0%;0,00%;    <0;1T07372202607;0;0;;8;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00030198;IP BAJO;IP BAJO;VRD FUNDERA FCA LA GUAIMARALA;TEC;DSS-949;1025563;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T06412;524559;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC2;202607;5;Salazar;4;0;89;;0;0;-89;0%;-22,3;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,83653667;7,77242443;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC2EC_1-SALC2_1063090_SALAZAR;92;3;3,26%;;   <0%;0,00%;    <0;1T06412202607;0;0;;4;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,92;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-8,93E-05;IP BAJO;IP BAJO;VEREDA CAMPO NUEVO NORTE MPIO SALAZAR;TEC;DSS-949;1020268;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T06403;525340;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC2;202607;5;Salazar;5;0;166;;0;0;-166;0%;-33,3;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,85014588;7,74412185;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC2EC_1-SALC2_1063090_SALAZAR;172;6;3,49%;;   <0%;0,00%;    <0;1T06403202607;0;0;;5;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,01;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00016625;IP BAJO;IP BAJO;VRD LA AMARILLA MPIO SALAZAR;TEC;DSS-949;1022155;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T06402;525339;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC2;202607;5;Salazar;6;0;337;;0;0;-337;0%;-56,2;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,85805123;7,74901719;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC2EC_1-SALC2_1063090_SALAZAR;349;12;3,44%;;   <0%;0,00%;    <0;1T06402202607;0;0;;6;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00033745;IP BAJO;IP BAJO;VEREDA LA AMARILLA MPIO SALAZAR;TEC;DSS-949;1020232;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T06278;524585;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC4;202607;5;Arboledas;2;0;44;;0;0;-44;0%;-22,2;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,84731965;7,66853137;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC4EC_2-SALC4_1061134_ARBOLEDAS;46;2;4,35%;;   <0%;0,00%;    <0;1T06278202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;;validar;validar;validar;validar;validar;0;-4,43E-05;IP BAJO;IP BAJO;VEREDA CHICAGUA ALTO (EL SILENCIO) MPIO ARBOLEDAS;TEC;DSS-949;1020176;Unidireccional;11;NO_APLICA;202607;0;;0;9,55;54,54;44,99
1T06223;524602;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC4;202607;5;Arboledas;2;0;61;;0;0;-61;0%;-30,7;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,87311627;7,56580195;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC4EC_4-SALC4_1127764_ARBOLEDAS;63;2;3,17%;;   <0%;0,00%;    <0;1T06223202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-6,13E-05;IP BAJO;IP BAJO;VDA VEGA LARGA- HELECHAL ALTO MPIO ARBOLEDAS;TEC;DSS-949;1020244;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T06143;524267;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SALAZAR;SALC1;202607;5;Cucutilla;5;0;18;;0;0;-18;0%;-3,5;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,77969378;7,48617962;1;C;Trimestral;21;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 21 - SALAZAR;202508;202607;Cumple;1;CENSSALC1EC_6-SALC1_1063089_CUCUTILLA;18;0;0,00%;;   <0%;0,00%;    <0;1T06143202607;0;0;;5;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;98,71;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-1,77E-05;IP BAJO;IP BAJO;VEREDA ZULASQUILLA PARTE ALTA MPIO CUCUTILLA;TEC;DSS-949;1020219;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04851;525251;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;GRAMALOTE;GRAC3;202607;5;Villa Caro;6;0;57;;0;0;-57;0%;-9,5;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,95187332;7,87418724;1;C;Trimestral;22;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 22 - GRAMALOTE;202508;202607;Cumple;1;CENSGRAC3EC_2-GRAC3_1069251_VDA CARMEN DE NAZARET;59;2;3,39%;;   <0%;0,00%;    <0;1T04851202607;0;0;;6;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,6;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-5,73E-05;IP BAJO;IP BAJO;VEREDA SABANITAS;TEC;DSS-949;1022122;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04806;545314;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;GRAMALOTE;GRAC2;202607;5;Gramalote;6;0;29;;0;0;-29;0%;-4,8;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,7882966;7,98746725;1;C;Trimestral;22;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 22 - GRAMALOTE;202508;202607;Cumple;1;CENSGRAC2EC_1-GRAC2_1072787_VDA LA GARZA;30;1;3,33%;;   <0%;0,00%;    <0;1T04806202607;0;0;;6;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,94;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-2,90E-05;IP BAJO;IP BAJO;SAN JOSE. GRAMALOTE;TEC;DSS-949;1026428;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04736;545424;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;6;0;84;;0;0;-84;0%;-14;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,87266911;8,16331809;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1EC_1-SARC1_1090722;87;3;3,45%;;   <0%;0,00%;    <0;1T04736202607;0;0;;6;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-8,39E-05;IP BAJO;IP BAJO;VEREDA EL PORVENIR;TEC;DSS-949;1024743;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04720;542888;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;5;0;43;;0;0;-43;0%;-8,6;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,88982813;8,24022281;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1EC_3-SARC1_1127744_SARDINATA;44;1;2,27%;;   <0%;0,00%;    <0;1T04720202607;0;0;;5;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-4,30E-05;IP BAJO;IP BAJO;VDA FILO REAL SARDINATA;TEC;DSS-949;1024746;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04711;543313;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;3;0;0;;0;0;0;0%;0;0;0;0;0;0;0;;S;S;NO APLICO REGLA;;NA;-72,86071881;8,21013067;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1EC_3-SARC1_1127744_SARDINATA;0;0;;;   <0%;0,00%;    <0;1T04711202607;0;0;;3;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0;IP BAJO;IP BAJO;EL DIAMANTE;TEC;DSS-949;1024786;Unidireccional;11;NO_APLICA;202607;0;;0;0;0;0
1T04705;545426;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;3;0;84;;0;0;-84;0%;-28,1;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,8466003;8,18689321;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1EC_2-SARC1_1087431_VDA EL CARMEN LAS MERC;87;3;3,45%;;   <0%;0,00%;    <0;1T04705202607;0;0;;3;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-8,43E-05;IP BAJO;IP BAJO;VEREDA GUAYACANES. SARDINATA;TEC;DSS-949;1026399;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04679;542826;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;SARDINATA;SARC1;202607;5;Sardinata;6;0;232;;0;0;-232;0%;-38,7;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,81673587;8,16538752;1;C;Trimestral;23;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 23 - SARDINATA - SAN_ROQUE;202508;202607;Cumple;1;CENSSARC1-1SARC1_F;240;8;3,33%;;   <0%;0,00%;    <0;1T04679202607;0;0;;6;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00023226;IP BAJO;IP BAJO;VEREDA EL CARMEN. SARDINATA;TEC;DSS-949;1024759;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T04129;527642;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;PALERMO;PALRAGONVALI;202607;5;Herrán;5;0;314;;0;0;-314;0%;-62,8;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,49213131;7,50257511;1;G;Bimensual;28;1;PAMPLONA;CUAD 10-11-28;CUAD 28 - PALERMO;202508;202607;Cumple;1;CENSPALRAGONVALIEC_5-PANRAGONVALIA_1093647_VDA PAM;325;11;3,38%;;   <0%;0,00%;    <0;1T04129202607;0;0;;5;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,35;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00031396;IP BAJO;IP BAJO;VEREDA PABELLON;TEC;DSS-949;1021911;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T03875;524047;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;PALERMO;PALRAGONVALI;202607;5;Chinácota;2;0;353;;0;0;-353;0%;-176,3;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,56577351;7,65937336;1;G;Bimensual;28;1;PAMPLONA;CUAD 10-11-28;CUAD 28 - PALERMO;202508;202607;Cumple;1;CENSPALRAGONVALIEC_1-PALRAGONVALIA_1071533_SAL-CHI;365;12;3,29%;;   <0%;0,00%;    <0;1T03875202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,92;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00035268;IP BAJO;IP BAJO;VEREDA PALO COLORADO;TEC;DSS-949;1020373;Unidireccional;11;NO_APLICA;202607;0;;0;;;
5T01473;485574;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;MONTESI;MONTESITOS;202607;25;Río de Oro;1;0;813;;0;0;-813;0%;-813;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-73,50586773;8,20339595;2;E;Mensual;24;1;AGUACHICA;CUAD 16-17-18-19-24;CUAD 24 - AGUACHICA RURAL;202508;202607;Cumple;1;CENSMONTESITOSEC_ 6-MONTESITOS_1099867_VDA SAN PED;841;28;3,33%;;   <0%;0,00%;    <0;5T01473202607;0;0;;1;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;;validar;validar;validar;validar;validar;-0,001;-0,000813;IP BAJO;IP BAJO;FCA LOS HIGUERONES PTO NUEVO;TEC;DSS-949;1024227;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T03648;520097;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;LA_CULEBRA;CULC1;202607;25;San José De Cúcuta;3;0;278;;0;0;-278;0%;-92,7;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,580046;8,051917;1;C;Mensual;7;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 7 - CORNEJO-GRAM - LA CULEBRA - ELZILIA;202508;202607;Cumple;1;CENSCULC1-1CULC1_F;288;10;3,47%;;   <0%;0,00%;    <0;1T03648202607;0;0;;3;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;99,87;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,000278;IP BAJO;IP BAJO;VEREDA LA VEGA EL POTRO;TEC;DSS-949;1026467;Unidireccional;11;NO_APLICA;202607;0;;0;;;
1T03325;528489;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;LA_CULEBRA;CULC1;202607;25;El Zulia;5;0;235;;0;0;-235;0%;-47;0;0;0;0;0;0;;N;S;NO APLICO REGLA;;NA;-72,724448;8,011746;1;C;Trimestral;7;1;CUCUTA RURAL;CUAD 7-8-21-22-23;CUAD 7 - CORNEJO-GRAM - LA CULEBRA - ELZILIA;202508;202607;Cumple;1;CENSCULC1EC_3-CULC1_1060570_VDA PAN DE AZUCAR;243;8;3,29%;;   <0%;0,00%;    <0;1T03325202607;0;0;;5;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;100;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00023493;IP BAJO;IP BAJO;VEREDA PAN DE AZUCAR;TEC;DSS-949;1022347;Unidireccional;11;NO_APLICA;202607;0;;0;864,58;1240,44;375,86
4T00675;472175;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Rural;PLANTA_TIBU;TIBTIBU3;202607;10;Tibú;2;0;331;;0;0;-331;0%;-165,5;0;0;0;0;0;0;N;N;S;NO APLICO REGLA;;NA;-72,70085712;8,65217912;3;F;Mensual;9;1;TIBU;CUAD 9-25-26-27;CUAD 9 - TIBU;202508;202607;Cumple;1;CENSTIBTIBU3-1TIBTIBU3_F;342;11;3,22%;;   <0%;0,00%;    <0;4T00675202607;0;0;;2;0;NO_CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;NULO;SIN_MI;SIN_AGPE;;NO;;validar;validar;91,04;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,000331;IP BAJO;IP BAJO;REFINERIA;TEC;DSS-949;1036818;Unidireccional;12;NO_APLICA;202607;0;;0;;;
